id,Date,text,Polarity,SentimentScore,Sentiment
930144509958246400,2017-11-13 18:45:07,b'Have you heard about our awesome voice remote? @Mashable has all the deets on our new VOX lineup.\xe2\x80\xa6 https://t.co/r9qJglQsQa',0.34545454545454546,4,Positive
929125282296029184,2017-11-10 23:15:04,b'Escape your own reality this weekend with these 27 binge-worthy reality #TV shows! https://t.co/DmYpAD6dcT',0.75,5,Very Positive
929038486468022273,2017-11-10 17:30:10,"b""#ThorRagnarok might be the best #Marvel movie yet! Who's lining up for this flick tonight? https://t.co/LYkCIQ33MY https://t.co/oKhCjMmKSK""",1.0,5,Very Positive
928793097428983808,2017-11-10 01:15:05,b'Score points with your mom this holiday season \xe2\x80\x93 take her to see #ABadMomsChristmas! https://t.co/GzXeYIrEdf https://t.co/zqAUoOiCqA',0.0,3,Neutral
928781040738381824,2017-11-10 00:27:10,b'@sdsalsersmith @ted_malone Just want to loop in @TiVoSupport to make sure we are taking care of you!',0.625,5,Very Positive
928717317810241536,2017-11-09 20:13:57,b'We \xf0\x9f\x92\x99  hearing from our customers! Thank you to all of our fans who came out to TiVo headquarters to #TalkToTheVOX!\xe2\x80\xa6 https://t.co/YPVfWSRrzK',0.0,3,Neutral
928672347409829890,2017-11-09 17:15:16,"b""You don't have to leave your couch to travel the world, just #TalkToTheVOX and sail away! https://t.co/bndWcRDUlz""",0.0,3,Neutral
928332568830926853,2017-11-08 18:45:06,"b'Whether #Thanksgiving is all about cooking or football for you, check out the new #TiVo collections for every entre\xe2\x80\xa6 https://t.co/A0Yjzo4DzE'",0.13636363636363635,3,Neutral
928316695919366146,2017-11-08 17:42:02,b'@c_kupec Hi @c_kupec. We apologize for the late response and for the inconvenience. Do you have a case number that\xe2\x80\xa6 https://t.co/eoFNQL2Ia5',-0.3,2,Negative
928263354602401792,2017-11-08 14:10:04,"b""\xe2\x9c\x88\xef\xb8\x8f off soon? Whatever your favorite airline, check out what will be airing while you're up in the clouds. https://t.co/lmNN0vyonC""",0.5,5,Very Positive
928051960095363072,2017-11-08 00:10:04,"b""Who's in love with #TheGoodDoctor!? We can't get enough! https://t.co/E6ao1UdbH1""",0.3125,4,Positive
927961362650804225,2017-11-07 18:10:04,b'Ready to binge on #StrangerThings? Just #TalkToTheVOX and let the drama unfold!',0.25,4,Positive
927674479286915072,2017-11-06 23:10:05,"b'#Mindhunter fans, we know your true crime obsession is real. No prison trips are needed to try out these shows \xe2\x86\x92\xe2\x80\xa6 https://t.co/wabPw2IIGs'",0.275,4,Positive
927646735874142208,2017-11-06 21:19:51,"b'RT @warriors: The Playlist, presented by @TiVo is back with all the latest highlights as liked by you, #DubNation! \n\nVolume 1 \xc2\xbb https://t.c\xe2\x80\xa6'",0.4166666666666667,4,Positive
927646708539912192,2017-11-06 21:19:44,"b""Get into the game with our @warriors playlist! It's a real slam dunk! \xf0\x9f\x8f\x80 https://t.co/7pNO5hk8Oj""",-0.125,2,Negative
927588934787452929,2017-11-06 17:30:10,"b'Even with a couple of #TV turkeys, #November means feasting on new shows! https://t.co/juL2Uvid2B'",0.17045454545454544,3,Neutral
926897399577985024,2017-11-04 19:42:15,b'The experts dish on #TalkToTheVOX!  https://t.co/f8nRkdZNF8',0.0,3,Neutral
926891475237003264,2017-11-04 19:18:43,"b'@sndman2004 Hi @sndman2004. Yes, we still have available remotes. To get one, you might want to contact our Custome\xe2\x80\xa6 https://t.co/JmHWvT2G1g'",0.4,4,Positive
926875781665472514,2017-11-04 18:16:21,"b""We're at live at our #TalkToTheVOX launch party!  https://t.co/Fs43oqkquT""",0.17045454545454544,3,Neutral
926866134346842112,2017-11-04 17:38:01,"b""#TiVo fans were ready for you to #TalkToTheVOX! Who's excited? https://t.co/gysFu2bW4A""",0.3125,4,Positive
926858913290575872,2017-11-04 17:09:19,b'@synfinatic Hi @synfinatic. We apologize for the inconvenience. You might want to visit https://t.co/Ee7avfg6mb to opt out of TiVo emails .',0.0,3,Neutral
926573470791753728,2017-11-03 22:15:04,"b""Obsessed with time travel? We've got six shows you have to get moving on now. https://t.co/O6dglWb1yq""",-0.5,2,Negative
926486665945866240,2017-11-03 16:30:09,b'Check out this report card for all the best and worst #Fall #TV shows! Do you agree with the scores? https://t.co/06kQLbC7bX',0.0,3,Neutral
926241335237074945,2017-11-03 00:15:17,b'Say it. Watch it. Could it be any easier? #TalkToTheVOX https://t.co/Bw7Hav7jZV',0.0,3,Neutral
926120487524143106,2017-11-02 16:15:05,b'Which #TV shows cost the most \xf0\x9f\x92\xb0\xf0\x9f\x92\xb0\xf0\x9f\x92\xb0\xf0\x9f\x92\xb0? https://t.co/3eykDaPgbB',0.5,5,Very Positive
925892741275488256,2017-11-02 01:10:06,b'Already done binging #StrangerThings? You need to start watching these 12 #TV shows &amp; movies now. And we mean now!\xe2\x80\xa6 https://t.co/IMNbuornM0',-0.3125,2,Negative
925840546622455808,2017-11-01 21:42:42,b'@Bluesplinter Great choice!',1.0,5,Very Positive
925840491869904896,2017-11-01 21:42:29,b'@kevinrogick So glad you like it!',0.625,5,Very Positive
925780743636291584,2017-11-01 17:45:04,"b""What's the the most popular #TV show from the year YOU were born? https://t.co/0wLseASIvn""",0.55,5,Very Positive
925526062901219328,2017-11-01 00:53:03,"b""@xaqaria Hi @xaqaria. We're really to hear that you're having trouble with the TiVo app. Is it for Android or iOS?""",0.0,3,Neutral
925500155977138176,2017-10-31 23:10:06,"b'In honor of one of our favorite holidays, check out the best #Halloween #movies for all the Halloweenies out there. https://t.co/e2g00JZ2et'",0.75,5,Very Positive
925409557819658240,2017-10-31 17:10:06,b'#HappyHalloween from everyone here at #TiVo! Be sure to catch all of your spooky favorites in TiVo Central! \xf0\x9f\x91\xbb\xf0\x9f\x8e\x83 https://t.co/yNaXtEyXxE',0.25,4,Positive
925122676238245893,2017-10-30 22:10:08,b'Listen up #horror fans! Did you know that watching #scarymovies burns calories? Bring on the #Halloween #binge fest\xe2\x80\xa6 https://t.co/PA5l231dAm',0.0,3,Neutral
925051554520010752,2017-10-30 17:27:31,b'@capflite I would suggest you DM us so we can provide you complete troubleshooting steps to further assist you with your concern. (2/2)',0.05,3,Neutral
925051443614240768,2017-10-30 17:27:05,"b""@capflite Hello Sheila! We're sorry to hear that you're having issues with your Guide. Since we only have limited c\xe2\x80\xa6 https://t.co/7mrOHBdFuK""",-0.19047619047619047,2,Negative
925037135585054720,2017-10-30 16:30:14,"b""#Halloween is almost here, so it's time for some terrifying #TV. These 12 shows are sure to give you a fright! https://t.co/BQkRDFRLyA""",-0.1875,2,Negative
924727853580767232,2017-10-29 20:01:15,"b'@priscilla_nurse @priscilla_nurse Sorry to hear this. But, you might want to adjust your thumb rating for ""Night Co\xe2\x80\xa6 https://t.co/tsyOQI7zKG'",-0.5,2,Negative
924637045045301248,2017-10-29 14:00:25,"b'The new TiVo BOLT VOX, Mini VOX, and VOX Remote are now available! Ready to #TalkToTheVOX? https://t.co/I8VWvaxozH https://t.co/gPgxBSnFoh'",0.18409090909090908,3,Neutral
924324956439236610,2017-10-28 17:20:17,"b'Say it. Watch it. It\xe2\x80\x99s that easy with the all-new TiVo BOLT VOX, Mini VOX, and VOX Remote. #TalkToTheVOX https://t.co/i3zqKp1Q0U'",0.16666666666666669,3,Neutral
924298499616837639,2017-10-28 15:35:09,"b""@wiredprairie Hello Aaron! TiVo Stream is still supported but it's no longer offered on our website. However, you c\xe2\x80\xa6 https://t.co/0PDoGPLxuc""",0.0,3,Neutral
924050649230270464,2017-10-27 23:10:17,"b'Come see everything that\xe2\x80\x99s new in the TiVo BOLT VOX, Mini VOX, and VOX Remote. Are you ready to #TalkToTheVOX?\xe2\x80\xa6 https://t.co/nvPWcgDCBd'",0.07878787878787878,3,Neutral
923980163267944449,2017-10-27 18:30:12,b'Calling all #ParksandRecreation fanatics! Do you have what it takes to earn the title of true fan? https://t.co/zAOrckE0Pe',0.35,4,Positive
923933582980255745,2017-10-27 15:25:06,b'Find your favorites faster with the new TiVo VOX Remote. #TalkToTheVOX https://t.co/87FGVBj6zt',0.018181818181818174,3,Neutral
923678157747769346,2017-10-26 22:30:08,"b""Check out our #Halloween collection by pressing 5 on your remote from TiVo Central! What's your favorite spooky fli\xe2\x80\xa6 https://t.co/ModM2MJskC""",0.13333333333333333,3,Neutral
923613974972772352,2017-10-26 18:15:06,b'Which show or movie are you hoping will be rebooted next? https://t.co/ecb9nKM3DD',0.0,3,Neutral
923599484801531904,2017-10-26 17:17:31,b'@Shadowgaze Great! They will be available for purchase online and with major retailers on 10/29. Let the countdown begin! \xf0\x9f\x99\x82',0.4927083333333333,4,Positive
923595669369008128,2017-10-26 17:02:21,b'@Sethersk82 So glad you love it!',0.5625,5,Very Positive
923594395001036800,2017-10-26 16:57:17,b'@jppullen @jkutasz @comcast We will miss you!',0.0,3,Neutral
923561128738873344,2017-10-26 14:45:06,b'Bring voice control and 4K Ultra HD to every room of the house with the TiVo Mini VOX. #TalkToTheVOX https://t.co/IfOYXcIW9v',0.0,3,Neutral
923356018456891392,2017-10-26 01:10:04,"b""What's the best way to end a #TV show? @tvoti fills us in on all the pieces that have to come together. https://t.co/Eqsdggf9aa @voxdotcom""",1.0,5,Very Positive
923299535639650304,2017-10-25 21:25:38,b'@MDsportsdoc You can always provide us your suggestions and feedback at this link: https://t.co/BTFGaYaJec',0.0,3,Neutral
923299008776355846,2017-10-25 21:23:32,"b'@MDsportsdoc Hello Robert! Unfortunately, YoutubeTV is not compatible with TiVo.'",-0.5,2,Negative
923255375066955777,2017-10-25 18:30:09,"b'Meet TiVo BOLT VOX, the voice-powered ultimate entertainment system. #TalkToTheVOX https://t.co/XvcZ9w6wWu'",0.0,3,Neutral
923244028572954626,2017-10-25 17:45:04,b'Just in time for #Halloween! Be sure to watch these spooktacular shows before the big event. \xf0\x9f\x8e\x83 \xf0\x9f\x91\xbb  https://t.co/wMKH0VZzh3',0.25,4,Positive
922989608518017024,2017-10-25 00:54:05,"b""@JohnnaTN @JohnnaTN Sorry to hear that you're having trouble with your guide. However, Repeating the Guided Setup usually resolves this.""",-0.31666666666666665,2,Negative
922915881809690625,2017-10-24 20:01:07,b'Calling all BOLT and Roamio owners! Did you know you can take your TiVo to the next level with the new VOX Remote?\xe2\x80\xa6 https://t.co/27GGx2Sntc',0.06818181818181818,3,Neutral
922870472055971841,2017-10-24 17:00:41,b'Say it. Watch it. It\xe2\x80\x99s that easy. #TalkToTheVOX https://t.co/nt5oLYACQJ',0.43333333333333335,4,Positive
922846794735915009,2017-10-24 15:26:36,"b'@btiller03 Hey Brandon, you can learn more about the new TiVo BOLT VOX here: https://t.co/WTRZxWKKXo'",0.3181818181818182,4,Positive
922813253620830208,2017-10-24 13:13:19,"b'Introducing the all-new TiVo BOLT VOX, Mini VOX, and VOX Remote, available October 29. Ready to #TalkToTheVOX? https://t.co/oqGmgoU6hf'",0.16666666666666666,3,Neutral
922583484127997952,2017-10-23 22:00:18,"b""We're ready for you, 2018 #TV shows! https://t.co/Mdr0TLCYxz""",0.25,4,Positive
922530594302636032,2017-10-23 18:30:08,b'Which fall #TV shows are \xf0\x9f\x94\xa5 and which are not? https://t.co/L3oCwPMcx0',0.0,3,Neutral
922501432338714625,2017-10-23 16:34:15,b'@Examiner_Dude You can always provide us your feedback and suggestions on this link: https://t.co/qhAuIWoKST',0.0,3,Neutral
922501041547087872,2017-10-23 16:32:42,"b""@Examiner_Dude Hello Tony! There we're no announcements in regards to this concern yet. But once we have, we'll make sure to let you know.""",0.5,5,Very Positive
922466415168368640,2017-10-23 14:15:06,b'ICYMI: The name of the upcoming #HanSolo movie is here! https://t.co/UGncevMVqz https://t.co/panXlt1xfy',0.0,3,Neutral
921500049590423552,2017-10-20 22:15:07,"b'Which sports matchups are on your ""can\'t miss"" list this weekend? https://t.co/aW5kVrYwbz'",0.0,3,Neutral
921428326706802688,2017-10-20 17:30:07,b'Love a sad show? These #TV shows are guaranteed to have you in tears. https://t.co/ndRz4O6Qva',0.0,3,Neutral
921164131109167105,2017-10-20 00:00:17,b'Keep up with your favorite NFL team by pressing 5 while on TiVo Central. \xf0\x9f\x8f\x88 https://t.co/dpqALYcQ9j',0.25,4,Positive
921047110933516288,2017-10-19 16:15:18,b'Why wait? Get back to the good stuff with #SkipMode. https://t.co/k4F21apwVK',0.35,4,Positive
920816794562170880,2017-10-19 01:00:06,"b""Don't forget! Our #Halloween collection is available all October long. Just press 5 on your remote from TiVo Central! \xf0\x9f\x91\xbb""",0.0625,3,Neutral
920706810004344836,2017-10-18 17:43:04,b'Ever wondered what the story behind the #CurbYourEnthusiasm theme was? https://t.co/3d0t7aQ0el https://t.co/6EJaoXbipt',-0.4,2,Negative
920426718774558720,2017-10-17 23:10:05,b'Which new fall #TVs shows are earning a spot in your #OnePass?',0.13636363636363635,3,Neutral
920336117735526406,2017-10-17 17:10:04,b'See how #TheGoodPlace pulled off that big twist (spoilers): https://t.co/H8PtoHczoK',0.0,3,Neutral
920046799439761409,2017-10-16 22:00:25,b'Hop into the fast lane. #QuickMode https://t.co/Z1jfPVwL7x',0.2,3,Neutral
919963687330504704,2017-10-16 16:30:09,b'Get a look at some of the early #Oscar predictions \xe2\x86\x92 https://t.co/YyXEnWCgJZ',0.1,3,Neutral
919963004652933120,2017-10-16 16:27:27,b'@mconti1985 You can reach us at 877-367-8486. Our phone support is available from Monday to Friday at 7am to 6pm PT\xe2\x80\xa6 https://t.co/K8fZO5SSpm',0.4,4,Positive
919962454603567104,2017-10-16 16:25:15,"b""@mconti1985 Hello Micheal! We're sorry to hear this. I would suggest you give us a call so we can further assist you regarding this concern.""",-0.25,2,Negative
919597035061436416,2017-10-15 16:13:13,"b'@tlorens @tlorens Sorry for the inconvenience. But, we recommend that you contact our Customer support at 1-877-367\xe2\x80\xa6 https://t.co/1GOypdse3N'",-0.5,2,Negative
919596288223731712,2017-10-15 16:10:15,"b""@tgcosenza Hi Tom. We don't currently offer any discount codes on any of our service plans.""",0.0,3,Neutral
918959564334206976,2017-10-13 22:00:08,b'Weekends = #Binge Time. These 12 shows just never get old! https://t.co/geU2yiweQJ',0.125,3,Neutral
918891624503173121,2017-10-13 17:30:10,"b""These shows prove that it's not always about the OG! https://t.co/9t4lO521YZ""",0.0,3,Neutral
918627392008179712,2017-10-13 00:00:12,"b""Don't #fall behind on your watch list! Check out the #NewThisFall #TiVo collection to stay up to date on all things\xe2\x80\xa6 https://t.co/qmS5XXmBZs""",-0.5,2,Negative
918510344108216327,2017-10-12 16:15:05,"b'Come on, give them a second chance! https://t.co/NKXYfcfnVl'",0.0,3,Neutral
918166850256633858,2017-10-11 17:30:10,"b'Oh, how we missed you! https://t.co/ktfBcYirN5'",0.0,3,Neutral
918148271411027968,2017-10-11 16:16:20,"b'@votedukakis @votedukakis Sorry to hear this. But, have you tried to go to Channel List (Settings &amp; Messages &gt; Chan\xe2\x80\xa6 https://t.co/Hi08NPmywp'",-0.5,2,Negative
918098936489041921,2017-10-11 13:00:18,"b""Is this really the end for #SexandtheCity? Say it ain't so! https://t.co/tdFFQOGPrb https://t.co/JCRzryfEi4""",0.25,4,Positive
917895444952502274,2017-10-10 23:31:42,"b'@kingtownley I see. Normally, this happens if the TiVo box is performing a systems check on the drive and software\xe2\x80\xa6 https://t.co/iffvVGktoA'",0.15,3,Neutral
917887520515469314,2017-10-10 23:00:13,b'Get your #spook on this October! Check out our exclusive #Halloween collection by pressing 5 from #TiVo Central. \xf0\x9f\x8e\x83 https://t.co/T7gWHnuOUi',0.0,3,Neutral
917884061540126720,2017-10-10 22:46:28,"b""@kingtownley @kingtownley Sorry to hear that you're having trouble with your TIVo. But, is this your first time to\xe2\x80\xa6 https://t.co/ePBmox1zQr""",-0.15,2,Negative
917836961804677120,2017-10-10 19:39:18,"b""@thomzahler Hello Thom! We're sorry to hear this. Please do give us a call so we can further assist you with this concern.""",-0.25,2,Negative
917804159793065984,2017-10-10 17:28:58,"b'@bobdefran Hi @bobdefran. Sorry to hear this. But, can you tell us more about the issue? Is there an error message or error code?'",0.0,3,Neutral
917796973293527042,2017-10-10 17:00:24,b'Does #TheMayor have your vote? https://t.co/Qhg3odMqwM',0.0,3,Neutral
917510020585132034,2017-10-09 22:00:10,b'Fall #TV ramp up is here! Which shows are you adding to your queue? https://t.co/MiLoQYZHQH',0.0,3,Neutral
917426963362516993,2017-10-09 16:30:07,"b""Two of our favorite people will be teaming up to bring us a new #TV comedy. Who's excited!? https://t.co/SEj63BrBwU""",0.3683712121212121,4,Positive
916772819215798272,2017-10-07 21:10:47,"b'@WadeFarnham @WadeFarnham Sorry to hear this. But, can you also try to force a connection to the TiVo service?'",-0.5,2,Negative
916426351149768705,2017-10-06 22:14:03,b'The best of the best! https://t.co/OQvss4i67H',1.0,5,Very Positive
916355397505699841,2017-10-06 17:32:06,b'10 reasons why #TheMick should be the next in your must-watch queue \xe2\x86\x92 https://t.co/7mcVgeYc98 https://t.co/8IhuYBwf5g',0.0,3,Neutral
916079321894318080,2017-10-05 23:15:04,"b""We hope you're hungry... the #TiVo Bolt+ is here and it's bigger than ever.  https://t.co/Tqg2IHx6q4""",0.0,3,Neutral
916026229983203328,2017-10-05 19:44:06,"b'#Trekkies, does this ranking pass your test? \xf0\x9f\x91\xbd #StarTrek https://t.co/2HVhSyiKd6 https://t.co/vaJKNNSDfE'",0.0,3,Neutral
915958530179571712,2017-10-05 15:15:05,"b""Bring it on, #FallTV! We're ready for you. https://t.co/1cstVko9WQ""",0.2,3,Neutral
915720465666191360,2017-10-04 23:29:06,"b""Ladies get ready... Tom Welling is coming back to TV for #Lucifer! Who's ready to swoon? https://t.co/Q2i7JyIBOJ https://t.co/IOroWAtv6q""",0.13333333333333333,3,Neutral
915630609845964801,2017-10-04 17:32:03,b'Which actresses are rolling in the \xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8? https://t.co/34yg4ulnKP',0.0,3,Neutral
915350793204699136,2017-10-03 23:00:10,b'Will out-of-control episode costs kill peak #TV? https://t.co/mV9r1ZCOwv',0.0,3,Neutral
915305798452039684,2017-10-03 20:01:22,b'Time to weigh in: Are reboots good or bad for #TV? https://t.co/uFNnhY4T5a',5.551115123125783e-17,3,Neutral
915245224896733184,2017-10-03 16:00:40,b'#FallTV is finally here! Get up to speed on all the new shows in the #TiVo discovery bar. Happy watching! https://t.co/s32FHN9ZyI',0.37878787878787873,4,Positive
914994948679913472,2017-10-02 23:26:10,b'@dpconway @dpconway We apologize for the inconvenience this might have caused you. We are currently working on the resolution of the issue.',0.0,3,Neutral
914908529139634176,2017-10-02 17:42:46,"b'@chrispianta @chrispianta Sorry to hear this. But, is there an error message or error code?'",-0.5,2,Negative
914886862896017408,2017-10-02 16:16:40,"b'@erikvonoy @erikvonoy Sorry to hear this. But, is there an error message when you try to log in?'",-0.5,2,Negative
